timestamp,from_level,to_level,score_added,total_score
1737910627,10,9,-18.52335016690631,3866.642588158593
1738581689,13,14,23.737431656380977,4321.266073441548
1738323069,13,14,24.550207877206958,4317.795615666117
1737908456,9,10,32.53052395629129,3900.9914980262224
1737644481,9,10,30.03733830635474,3905.1731810621736
1737211580,8,7,-23.549200410830963,3660.7840576025023
1736700673,3,4,34.99081842474561,3327.919889338083
1737232278,8,9,23.739920063370846,3814.1925476809984
1736623876,4,3,-18.56658690574477,3253.5699894786535
1737986622,9,10,29.80273689917658,3929.7850044158367
1736546033,1,2,61.51437469856319,3128.3738565837593
