timestamp,rank,division,population_count
2025-04-10T01:26:58.352567,bronze,3,108103
2025-04-10T01:26:58.352567,silver,1,18452
2025-04-10T01:26:58.352567,silver,2,20538
2025-04-10T01:26:58.352567,silver,3,24035
2025-04-10T01:26:58.352567,gold,1,19676
2025-04-10T01:26:58.352567,gold,2,21572
2025-04-10T01:26:58.352567,gold,3,30915
2025-04-10T01:26:58.352567,platinum,1,20991
2025-04-10T01:26:58.352567,platinum,2,23388
2025-04-10T01:26:58.352567,platinum,3,28617
2025-04-10T01:26:58.352567,diamond,1,21912
2025-04-10T01:26:58.352567,diamond,2,24284
2025-04-10T01:26:58.352567,diamond,3,30086
2025-04-10T01:26:58.352567,grandmaster,1,14608
2025-04-10T01:26:58.352567,grandmaster,2,20538
2025-04-10T01:26:58.352567,grandmaster,3,35069
2025-04-10T01:26:58.352567,celestial,1,4470
2025-04-10T01:26:58.352567,celestial,2,8120
2025-04-10T01:26:58.352567,celestial,3,18310
2025-04-10T01:26:58.352567,eternity,total,7270
2025-04-10T01:26:58.352567,one_above_all,total,1032
2025-04-10T06:27:55.406818,bronze,1,21631
2025-04-10T06:27:55.406818,bronze,2,26731
2025-04-10T06:27:55.406818,bronze,3,108136
2025-04-10T06:27:55.406818,silver,1,18463
2025-04-10T06:27:55.406818,silver,2,20549
2025-04-10T06:27:55.406818,silver,3,24047
2025-04-10T06:27:55.406818,gold,1,19694
2025-04-10T06:27:55.406818,gold,2,21591
2025-04-10T06:27:55.406818,gold,3,30948
2025-04-10T06:27:55.406818,platinum,1,21005
2025-04-10T06:27:55.406818,platinum,2,23400
2025-04-10T06:27:55.406818,platinum,3,28643
2025-04-10T06:27:55.406818,diamond,1,22010
2025-04-10T06:27:55.406818,diamond,2,24336
2025-04-10T06:27:55.406818,diamond,3,30147
2025-04-10T06:27:55.406818,grandmaster,1,14655
2025-04-10T06:27:55.406818,grandmaster,2,20642
2025-04-10T06:27:55.406818,grandmaster,3,35217
2025-04-10T06:27:55.406818,celestial,1,4481
2025-04-10T06:27:55.406818,celestial,2,8178
2025-04-10T06:27:55.406818,celestial,3,18400
2025-04-10T06:27:55.406818,eternity,total,7340
2025-04-10T06:27:55.406818,one_above_all,total,1032
2025-04-10T12:39:13.448040,bronze,1,21631
2025-04-10T12:39:13.448040,bronze,2,26731
2025-04-10T12:39:13.448040,bronze,3,108136
2025-04-10T12:39:13.448040,silver,1,18463
2025-04-10T12:39:13.448040,silver,2,20549
2025-04-10T12:39:13.448040,silver,3,24047
2025-04-10T12:39:13.448040,gold,1,19694
2025-04-10T12:39:13.448040,gold,2,21591
2025-04-10T12:39:13.448040,gold,3,30948
2025-04-10T12:39:13.448040,platinum,1,21005
2025-04-10T12:39:13.448040,platinum,2,23400
2025-04-10T12:39:13.448040,platinum,3,28643
2025-04-10T12:39:13.448040,diamond,1,22010
2025-04-10T12:39:13.448040,diamond,2,24336
2025-04-10T12:39:13.448040,diamond,3,30147
2025-04-10T12:39:13.448040,grandmaster,1,14655
2025-04-10T12:39:13.448040,grandmaster,2,20642
2025-04-10T12:39:13.448040,grandmaster,3,35217
2025-04-10T12:39:13.448040,celestial,1,4481
2025-04-10T12:39:13.448040,celestial,2,8178
2025-04-10T12:39:13.448040,celestial,3,18400
2025-04-10T12:39:13.448040,eternity,total,7340
2025-04-10T12:39:13.448040,one_above_all,total,1032
2025-04-10T18:24:44.622008,bronze,1,21639
2025-04-10T18:24:44.622008,bronze,2,26734
2025-04-10T18:24:44.622008,bronze,3,108164
2025-04-10T18:24:44.622008,silver,1,18468
2025-04-10T18:24:44.622008,silver,2,20555
2025-04-10T18:24:44.622008,silver,3,24065
2025-04-10T18:24:44.622008,gold,1,19710
2025-04-10T18:24:44.622008,gold,2,21613
2025-04-10T18:24:44.622008,gold,3,30974
2025-04-10T18:24:44.622008,platinum,1,21026
2025-04-10T18:24:44.622008,platinum,2,23412
2025-04-10T18:24:44.622008,platinum,3,28681
2025-04-10T18:24:44.622008,diamond,1,22043
2025-04-10T18:24:44.622008,diamond,2,24377
2025-04-10T18:24:44.622008,diamond,3,30199
2025-04-10T18:24:44.622008,grandmaster,1,14729
2025-04-10T18:24:44.622008,grandmaster,2,20689
2025-04-10T18:24:44.622008,grandmaster,3,35332
2025-04-10T18:24:44.622008,celestial,1,4483
2025-04-10T18:24:44.622008,celestial,2,8221
2025-04-10T18:24:44.622008,celestial,3,18484
2025-04-10T18:24:44.622008,eternity,total,7386
2025-04-10T18:24:44.622008,one_above_all,total,1044
2025-04-11T01:27:47.956481,bronze,1,21650
2025-04-11T01:27:47.956481,bronze,2,26740
2025-04-11T01:27:47.956481,bronze,3,108189
2025-04-11T01:27:47.956481,silver,1,18478
2025-04-11T01:27:47.956481,silver,2,20568
2025-04-11T01:27:47.956481,silver,3,24075
2025-04-11T01:27:47.956481,gold,1,19737
2025-04-11T01:27:47.956481,gold,2,21624
2025-04-11T01:27:47.956481,gold,3,30994
2025-04-11T01:27:47.956481,platinum,1,21042
2025-04-11T01:27:47.956481,platinum,2,23436
2025-04-11T01:27:47.956481,platinum,3,28720
2025-04-11T01:27:47.956481,diamond,1,22084
2025-04-11T01:27:47.956481,diamond,2,24437
2025-04-11T01:27:47.956481,diamond,3,30244
2025-04-11T01:27:47.956481,grandmaster,1,14754
2025-04-11T01:27:47.956481,grandmaster,2,20741
2025-04-11T01:27:47.956481,grandmaster,3,35461
2025-04-11T01:27:47.956481,celestial,1,4517
2025-04-11T01:27:47.956481,celestial,2,8231
2025-04-11T01:27:47.956481,celestial,3,18562
2025-04-11T01:27:47.956481,eternity,total,7438
2025-04-11T01:27:47.956481,one_above_all,total,1043
2025-04-11T06:27:43.069961,bronze,1,21654
2025-04-11T06:27:43.069961,bronze,2,26751
2025-04-11T06:27:43.069961,bronze,3,108236
2025-04-11T06:27:43.069961,silver,1,18494
2025-04-11T06:27:43.069961,silver,2,20580
2025-04-11T06:27:43.069961,silver,3,24101
2025-04-11T06:27:43.069961,gold,1,19762
2025-04-11T06:27:43.069961,gold,2,21643
2025-04-11T06:27:43.069961,gold,3,31036
2025-04-11T06:27:43.069961,platinum,1,21088
2025-04-11T06:27:43.069961,platinum,2,23461
2025-04-11T06:27:43.069961,platinum,3,28755
2025-04-11T06:27:43.069961,diamond,1,22138
2025-04-11T06:27:43.069961,diamond,2,24506
2025-04-11T06:27:43.069961,diamond,3,30312
2025-04-11T06:27:43.069961,grandmaster,1,14817
2025-04-11T06:27:43.069961,grandmaster,2,20798
2025-04-11T06:27:43.069961,grandmaster,3,35618
2025-04-11T06:27:43.069961,celestial,1,4549
2025-04-11T06:27:43.069961,celestial,2,8246
2025-04-11T06:27:43.069961,celestial,3,18687
2025-04-11T06:27:43.069961,eternity,total,7513
2025-04-11T06:27:43.069961,one_above_all,total,1042
2025-04-11T12:38:13.143046,bronze,1,21654
2025-04-11T12:38:13.143046,bronze,2,26751
2025-04-11T12:38:13.143046,bronze,3,108236
2025-04-11T12:38:13.143046,silver,1,18494
2025-04-11T12:38:13.143046,silver,2,20580
2025-04-11T12:38:13.143046,silver,3,24101
2025-04-11T12:38:13.143046,gold,1,19762
2025-04-11T12:38:13.143046,gold,2,21643
2025-04-11T12:38:13.143046,gold,3,31036
2025-04-11T12:38:13.143046,platinum,1,21088
2025-04-11T12:38:13.143046,platinum,2,23461
2025-04-11T12:38:13.143046,platinum,3,28755
2025-04-11T12:38:13.143046,diamond,1,22138
2025-04-11T12:38:13.143046,diamond,2,24506
2025-04-11T12:38:13.143046,diamond,3,30312
2025-04-11T12:38:13.143046,grandmaster,1,14817
2025-04-11T12:38:13.143046,grandmaster,2,20798
2025-04-11T12:38:13.143046,grandmaster,3,35618
2025-04-11T12:38:13.143046,celestial,1,4549
2025-04-11T12:38:13.143046,celestial,2,8246
2025-04-11T12:38:13.143046,celestial,3,18687
2025-04-11T12:38:13.143046,eternity,total,7513
2025-04-11T12:38:13.143046,one_above_all,total,1042
2025-04-11T18:27:15.785058,bronze,1,21662
2025-04-11T18:27:15.785058,bronze,2,26758
2025-04-11T18:27:15.785058,bronze,3,108263
2025-04-11T18:27:15.785058,silver,1,18506
2025-04-11T18:27:15.785058,silver,2,20591
2025-04-11T18:27:15.785058,silver,3,24109
2025-04-11T18:27:15.785058,gold,1,19782
2025-04-11T18:27:15.785058,gold,2,21648
2025-04-11T18:27:15.785058,gold,3,31065
2025-04-11T18:27:15.785058,platinum,1,21112
2025-04-11T18:27:15.785058,platinum,2,23473
2025-04-11T18:27:15.785058,platinum,3,28788
2025-04-11T18:27:15.785058,diamond,1,22173
2025-04-11T18:27:15.785058,diamond,2,24529
2025-04-11T18:27:15.785058,diamond,3,30340
2025-04-11T18:27:15.785058,grandmaster,1,14867
2025-04-11T18:27:15.785058,grandmaster,2,20847
2025-04-11T18:27:15.785058,grandmaster,3,35726
2025-04-11T18:27:15.785058,celestial,1,4546
2025-04-11T18:27:15.785058,celestial,2,8287
2025-04-11T18:27:15.785058,celestial,3,18779
2025-04-11T18:27:15.785058,eternity,total,7590
2025-04-11T18:27:15.785058,one_above_all,total,1048
2025-04-12T01:25:48.565683,bronze,1,21662
2025-04-12T01:25:48.565683,bronze,2,26758
2025-04-12T01:25:48.565683,bronze,3,108263
2025-04-12T01:25:48.565683,silver,1,18506
2025-04-12T01:25:48.565683,silver,2,20591
2025-04-12T01:25:48.565683,silver,3,24109
2025-04-12T01:25:48.565683,gold,1,19782
2025-04-12T01:25:48.565683,gold,2,21648
2025-04-12T01:25:48.565683,gold,3,31065
2025-04-12T01:25:48.565683,platinum,1,21112
2025-04-12T01:25:48.565683,platinum,2,23473
2025-04-12T01:25:48.565683,platinum,3,28788
2025-04-12T01:25:48.565683,diamond,1,22173
2025-04-12T01:25:48.565683,diamond,2,24529
2025-04-12T01:25:48.565683,diamond,3,30340
2025-04-12T01:25:48.565683,grandmaster,1,14867
2025-04-12T01:25:48.565683,grandmaster,2,20847
2025-04-12T01:25:48.565683,grandmaster,3,35726
2025-04-12T01:25:48.565683,celestial,1,4546
2025-04-12T01:25:48.565683,celestial,2,8287
2025-04-12T01:25:48.565683,celestial,3,18779
2025-04-12T01:25:48.565683,eternity,total,7590
2025-04-12T01:25:48.565683,one_above_all,total,1048
2025-04-12T06:24:50.897667,bronze,1,21673
2025-04-12T06:24:50.897667,bronze,2,26774
2025-04-12T06:24:50.897667,bronze,3,108319
2025-04-12T06:24:50.897667,silver,1,18514
2025-04-12T06:24:50.897667,silver,2,20607
2025-04-12T06:24:50.897667,silver,3,24123
2025-04-12T06:24:50.897667,gold,1,19802
2025-04-12T06:24:50.897667,gold,2,21673
2025-04-12T06:24:50.897667,gold,3,31115
2025-04-12T06:24:50.897667,platinum,1,21131
2025-04-12T06:24:50.897667,platinum,2,23502
2025-04-12T06:24:50.897667,platinum,3,28834
2025-04-12T06:24:50.897667,diamond,1,22226
2025-04-12T06:24:50.897667,diamond,2,24589
2025-04-12T06:24:50.897667,diamond,3,30423
2025-04-12T06:24:50.897667,grandmaster,1,14880
2025-04-12T06:24:50.897667,grandmaster,2,20938
2025-04-12T06:24:50.897667,grandmaster,3,35906
2025-04-12T06:24:50.897667,celestial,1,4552
2025-04-12T06:24:50.897667,celestial,2,8309
2025-04-12T06:24:50.897667,celestial,3,18903
2025-04-12T06:24:50.897667,eternity,total,7642
2025-04-12T06:24:50.897667,one_above_all,total,1043
2025-04-12T12:34:18.389835,bronze,1,21686
2025-04-12T12:34:18.389835,bronze,2,26788
2025-04-12T12:34:18.389835,bronze,3,108355
2025-04-12T12:34:18.389835,silver,1,18522
2025-04-12T12:34:18.389835,silver,2,20616
2025-04-12T12:34:18.389835,silver,3,24139
2025-04-12T12:34:18.389835,gold,1,19820
2025-04-12T12:34:18.389835,gold,2,21701
2025-04-12T12:34:18.389835,gold,3,31145
2025-04-12T12:34:18.389835,platinum,1,21163
2025-04-12T12:34:18.389835,platinum,2,23543
2025-04-12T12:34:18.389835,platinum,3,28870
2025-04-12T12:34:18.389835,diamond,1,22258
2025-04-12T12:34:18.389835,diamond,2,24624
2025-04-12T12:34:18.389835,diamond,3,30475
2025-04-12T12:34:18.389835,grandmaster,1,14897
2025-04-12T12:34:18.389835,grandmaster,2,20993
2025-04-12T12:34:18.389835,grandmaster,3,35985
2025-04-12T12:34:18.389835,celestial,1,4554
2025-04-12T12:34:18.389835,celestial,2,8340
2025-04-12T12:34:18.389835,celestial,3,18967
2025-04-12T12:34:18.389835,eternity,total,7677
2025-04-12T12:34:18.389835,one_above_all,total,1042
2025-04-12T18:24:06.535843,bronze,1,21692
2025-04-12T18:24:06.535843,bronze,2,26799
2025-04-12T18:24:06.535843,bronze,3,108385
2025-04-12T18:24:06.535843,silver,1,18524
2025-04-12T18:24:06.535843,silver,2,20626
2025-04-12T18:24:06.535843,silver,3,24148
2025-04-12T18:24:06.535843,gold,1,19835
2025-04-12T18:24:06.535843,gold,2,21708
2025-04-12T18:24:06.535843,gold,3,31167
2025-04-12T18:24:06.535843,platinum,1,21186
2025-04-12T18:24:06.535843,platinum,2,23565
2025-04-12T18:24:06.535843,platinum,3,28909
2025-04-12T18:24:06.535843,diamond,1,22276
2025-04-12T18:24:06.535843,diamond,2,24661
2025-04-12T18:24:06.535843,diamond,3,30528
2025-04-12T18:24:06.535843,grandmaster,1,14927
2025-04-12T18:24:06.535843,grandmaster,2,21039
2025-04-12T18:24:06.535843,grandmaster,3,36060
2025-04-12T18:24:06.535843,celestial,1,4558
2025-04-12T18:24:06.535843,celestial,2,8351
2025-04-12T18:24:06.535843,celestial,3,19037
2025-04-12T18:24:06.535843,eternity,total,7699
2025-04-12T18:24:06.535843,one_above_all,total,1039
2025-04-13T02:54:57.518812,bronze,1,21692
2025-04-13T02:54:57.518812,bronze,2,26799
2025-04-13T02:54:57.518812,bronze,3,108385
2025-04-13T02:54:57.518812,silver,1,18524
2025-04-13T02:54:57.518812,silver,2,20626
2025-04-13T02:54:57.518812,silver,3,24148
2025-04-13T02:54:57.518812,gold,1,19835
2025-04-13T02:54:57.518812,gold,2,21708
2025-04-13T02:54:57.518812,gold,3,31167
2025-04-13T02:54:57.518812,platinum,1,21186
2025-04-13T02:54:57.518812,platinum,2,23565
2025-04-13T02:54:57.518812,platinum,3,28909
2025-04-13T02:54:57.518812,diamond,1,22276
2025-04-13T02:54:57.518812,diamond,2,24661
2025-04-13T02:54:57.518812,diamond,3,30528
2025-04-13T02:54:57.518812,grandmaster,1,14927
2025-04-13T02:54:57.518812,grandmaster,2,21039
2025-04-13T02:54:57.518812,grandmaster,3,36060
2025-04-13T02:54:57.518812,celestial,1,4558
2025-04-13T02:54:57.518812,celestial,2,8351
2025-04-13T02:54:57.518812,celestial,3,19037
2025-04-13T02:54:57.518812,eternity,total,7699
2025-04-13T02:54:57.518812,one_above_all,total,1039
2025-04-13T06:26:09.568664,bronze,1,21692
2025-04-13T06:26:09.568664,bronze,2,26799
2025-04-13T06:26:09.568664,bronze,3,108385
2025-04-13T06:26:09.568664,silver,1,18524
2025-04-13T06:26:09.568664,silver,2,20626
2025-04-13T06:26:09.568664,silver,3,24148
2025-04-13T06:26:09.568664,gold,1,19835
2025-04-13T06:26:09.568664,gold,2,21708
2025-04-13T06:26:09.568664,gold,3,31167
2025-04-13T06:26:09.568664,platinum,1,21186
2025-04-13T06:26:09.568664,platinum,2,23565
2025-04-13T06:26:09.568664,platinum,3,28909
2025-04-13T06:26:09.568664,diamond,1,22276
2025-04-13T06:26:09.568664,diamond,2,24661
2025-04-13T06:26:09.568664,diamond,3,30528
2025-04-13T06:26:09.568664,grandmaster,1,14927
2025-04-13T06:26:09.568664,grandmaster,2,21039
2025-04-13T06:26:09.568664,grandmaster,3,36060
2025-04-13T06:26:09.568664,celestial,1,4558
2025-04-13T06:26:09.568664,celestial,2,8351
2025-04-13T06:26:09.568664,celestial,3,19037
2025-04-13T06:26:09.568664,eternity,total,7699
2025-04-13T06:26:09.568664,one_above_all,total,1039
2025-04-13T12:35:05.417001,bronze,1,21709
2025-04-13T12:35:05.417001,bronze,2,26826
2025-04-13T12:35:05.417001,bronze,3,108463
2025-04-13T12:35:05.417001,silver,1,18548
2025-04-13T12:35:05.417001,silver,2,20654
2025-04-13T12:35:05.417001,silver,3,24155
2025-04-13T12:35:05.417001,gold,1,19874
2025-04-13T12:35:05.417001,gold,2,21753
2025-04-13T12:35:05.417001,gold,3,31235
2025-04-13T12:35:05.417001,platinum,1,21252
2025-04-13T12:35:05.417001,platinum,2,23619
2025-04-13T12:35:05.417001,platinum,3,28968
2025-04-13T12:35:05.417001,diamond,1,22340
2025-04-13T12:35:05.417001,diamond,2,24770
2025-04-13T12:35:05.417001,diamond,3,30686
2025-04-13T12:35:05.417001,grandmaster,1,14981
2025-04-13T12:35:05.417001,grandmaster,2,21150
2025-04-13T12:35:05.417001,grandmaster,3,36268
2025-04-13T12:35:05.417001,celestial,1,4566
2025-04-13T12:35:05.417001,celestial,2,8387
2025-04-13T12:35:05.417001,celestial,3,19196
2025-04-13T12:35:05.417001,eternity,total,7778
2025-04-13T12:35:05.417001,one_above_all,total,1031
2025-04-13T18:24:45.969103,bronze,1,21716
2025-04-13T18:24:45.969103,bronze,2,26837
2025-04-13T18:24:45.969103,bronze,3,108488
2025-04-13T18:24:45.969103,silver,1,18551
2025-04-13T18:24:45.969103,silver,2,20660
2025-04-13T18:24:45.969103,silver,3,24166
2025-04-13T18:24:45.969103,gold,1,19883
2025-04-13T18:24:45.969103,gold,2,21765
2025-04-13T18:24:45.969103,gold,3,31261
2025-04-13T18:24:45.969103,platinum,1,21269
2025-04-13T18:24:45.969103,platinum,2,23636
2025-04-13T18:24:45.969103,platinum,3,28991
2025-04-13T18:24:45.969103,diamond,1,22367
2025-04-13T18:24:45.969103,diamond,2,24815
2025-04-13T18:24:45.969103,diamond,3,30725
2025-04-13T18:24:45.969103,grandmaster,1,14992
2025-04-13T18:24:45.969103,grandmaster,2,21197
2025-04-13T18:24:45.969103,grandmaster,3,36350
2025-04-13T18:24:45.969103,celestial,1,4573
2025-04-13T18:24:45.969103,celestial,2,8405
2025-04-13T18:24:45.969103,celestial,3,19269
2025-04-13T18:24:45.969103,eternity,total,7791
2025-04-13T18:24:45.969103,one_above_all,total,1031
2025-04-14T01:39:02.502446,bronze,1,21716
2025-04-14T01:39:02.502446,bronze,2,26837
2025-04-14T01:39:02.502446,bronze,3,108488
2025-04-14T01:39:02.502446,silver,1,18551
2025-04-14T01:39:02.502446,silver,2,20660
2025-04-14T01:39:02.502446,silver,3,24166
2025-04-14T01:39:02.502446,gold,1,19883
2025-04-14T01:39:02.502446,gold,2,21765
2025-04-14T01:39:02.502446,gold,3,31261
2025-04-14T01:39:02.502446,platinum,1,21269
2025-04-14T01:39:02.502446,platinum,2,23636
2025-04-14T01:39:02.502446,platinum,3,28991
2025-04-14T01:39:02.502446,diamond,1,22367
2025-04-14T01:39:02.502446,diamond,2,24815
2025-04-14T01:39:02.502446,diamond,3,30725
2025-04-14T01:39:02.502446,grandmaster,1,14992
2025-04-14T01:39:02.502446,grandmaster,2,21197
2025-04-14T01:39:02.502446,grandmaster,3,36350
2025-04-14T01:39:02.502446,celestial,1,4573
2025-04-14T01:39:02.502446,celestial,2,8405
2025-04-14T01:39:02.502446,celestial,3,19269
2025-04-14T01:39:02.502446,eternity,total,7791
2025-04-14T01:39:02.502446,one_above_all,total,1031
2025-04-14T06:29:35.164526,bronze,1,21720
2025-04-14T06:29:35.164526,bronze,2,26844
2025-04-14T06:29:35.164526,bronze,3,108506
2025-04-14T06:29:35.164526,silver,1,18560
2025-04-14T06:29:35.164526,silver,2,20666
2025-04-14T06:29:35.164526,silver,3,24174
2025-04-14T06:29:35.164526,gold,1,19896
2025-04-14T06:29:35.164526,gold,2,21783
2025-04-14T06:29:35.164526,gold,3,31269
2025-04-14T06:29:35.164526,platinum,1,21290
2025-04-14T06:29:35.164526,platinum,2,23662
2025-04-14T06:29:35.164526,platinum,3,29015
2025-04-14T06:29:35.164526,diamond,1,22392
2025-04-14T06:29:35.164526,diamond,2,24851
2025-04-14T06:29:35.164526,diamond,3,30767
2025-04-14T06:29:35.164526,grandmaster,1,15010
2025-04-14T06:29:35.164526,grandmaster,2,21210
2025-04-14T06:29:35.164526,grandmaster,3,36417
2025-04-14T06:29:35.164526,celestial,1,4578
2025-04-14T06:29:35.164526,celestial,2,8422
2025-04-14T06:29:35.164526,celestial,3,19315
2025-04-14T06:29:35.164526,eternity,total,7801
2025-04-14T06:29:35.164526,one_above_all,total,1032
2025-04-14T12:39:22.317041,bronze,1,21733
2025-04-14T12:39:22.317041,bronze,2,26858
2025-04-14T12:39:22.317041,bronze,3,108555
2025-04-14T12:39:22.317041,silver,1,18574
2025-04-14T12:39:22.317041,silver,2,20684
2025-04-14T12:39:22.317041,silver,3,24196
2025-04-14T12:39:22.317041,gold,1,19911
2025-04-14T12:39:22.317041,gold,2,21811
2025-04-14T12:39:22.317041,gold,3,31292
2025-04-14T12:39:22.317041,platinum,1,21325
2025-04-14T12:39:22.317041,platinum,2,23704
2025-04-14T12:39:22.317041,platinum,3,29057
2025-04-14T12:39:22.317041,diamond,1,22433
2025-04-14T12:39:22.317041,diamond,2,24894
2025-04-14T12:39:22.317041,diamond,3,30841
2025-04-14T12:39:22.317041,grandmaster,1,15052
2025-04-14T12:39:22.317041,grandmaster,2,21261
2025-04-14T12:39:22.317041,grandmaster,3,36553
2025-04-14T12:39:22.317041,celestial,1,4597
2025-04-14T12:39:22.317041,celestial,2,8447
2025-04-14T12:39:22.317041,celestial,3,19416
2025-04-14T12:39:22.317041,eternity,total,7831
2025-04-14T12:39:22.317041,one_above_all,total,1035
2025-04-14T18:27:31.110769,bronze,1,21733
2025-04-14T18:27:31.110769,bronze,2,26858
2025-04-14T18:27:31.110769,bronze,3,108555
2025-04-14T18:27:31.110769,silver,1,18574
2025-04-14T18:27:31.110769,silver,2,20684
2025-04-14T18:27:31.110769,silver,3,24196
2025-04-14T18:27:31.110769,gold,1,19911
2025-04-14T18:27:31.110769,gold,2,21811
2025-04-14T18:27:31.110769,gold,3,31292
2025-04-14T18:27:31.110769,platinum,1,21325
2025-04-14T18:27:31.110769,platinum,2,23704
2025-04-14T18:27:31.110769,platinum,3,29057
2025-04-14T18:27:31.110769,diamond,1,22433
2025-04-14T18:27:31.110769,diamond,2,24894
2025-04-14T18:27:31.110769,diamond,3,30841
2025-04-14T18:27:31.110769,grandmaster,1,15052
2025-04-14T18:27:31.110769,grandmaster,2,21261
2025-04-14T18:27:31.110769,grandmaster,3,36553
2025-04-14T18:27:31.110769,celestial,1,4597
2025-04-14T18:27:31.110769,celestial,2,8447
2025-04-14T18:27:31.110769,celestial,3,19416
2025-04-14T18:27:31.110769,eternity,total,7831
2025-04-14T18:27:31.110769,one_above_all,total,1035
2025-04-15T01:38:10.951754,bronze,1,21762
2025-04-15T01:38:10.951754,bronze,2,26885
2025-04-15T01:38:10.951754,bronze,3,108650
2025-04-15T01:38:10.951754,silver,1,18594
2025-04-15T01:38:10.951754,silver,2,20697
2025-04-15T01:38:10.951754,silver,3,24224
2025-04-15T01:38:10.951754,gold,1,19952
2025-04-15T01:38:10.951754,gold,2,21847
2025-04-15T01:38:10.951754,gold,3,31369
2025-04-15T01:38:10.951754,platinum,1,21397
2025-04-15T01:38:10.951754,platinum,2,23752
2025-04-15T01:38:10.951754,platinum,3,29116
2025-04-15T01:38:10.951754,diamond,1,22523
2025-04-15T01:38:10.951754,diamond,2,24969
2025-04-15T01:38:10.951754,diamond,3,30982
2025-04-15T01:38:10.951754,grandmaster,1,15100
2025-04-15T01:38:10.951754,grandmaster,2,21360
2025-04-15T01:38:10.951754,grandmaster,3,36784
2025-04-15T01:38:10.951754,celestial,1,4599
2025-04-15T01:38:10.951754,celestial,2,8481
2025-04-15T01:38:10.951754,celestial,3,19573
2025-04-15T01:38:10.951754,eternity,total,7869
2025-04-15T01:38:10.951754,one_above_all,total,1034
2025-04-15T06:28:01.363789,bronze,1,21762
2025-04-15T06:28:01.363789,bronze,2,26885
2025-04-15T06:28:01.363789,bronze,3,108650
2025-04-15T06:28:01.363789,silver,1,18594
2025-04-15T06:28:01.363789,silver,2,20697
2025-04-15T06:28:01.363789,silver,3,24224
2025-04-15T06:28:01.363789,gold,1,19952
2025-04-15T06:28:01.363789,gold,2,21847
2025-04-15T06:28:01.363789,gold,3,31369
2025-04-15T06:28:01.363789,platinum,1,21397
2025-04-15T06:28:01.363789,platinum,2,23752
2025-04-15T06:28:01.363789,platinum,3,29116
2025-04-15T06:28:01.363789,diamond,1,22523
2025-04-15T06:28:01.363789,diamond,2,24969
2025-04-15T06:28:01.363789,diamond,3,30982
2025-04-15T06:28:01.363789,grandmaster,1,15100
2025-04-15T06:28:01.363789,grandmaster,2,21360
2025-04-15T06:28:01.363789,grandmaster,3,36784
2025-04-15T06:28:01.363789,celestial,1,4599
2025-04-15T06:28:01.363789,celestial,2,8481
2025-04-15T06:28:01.363789,celestial,3,19573
2025-04-15T06:28:01.363789,eternity,total,7869
2025-04-15T06:28:01.363789,one_above_all,total,1034
2025-04-15T12:38:46.531079,bronze,1,21771
2025-04-15T12:38:46.531079,bronze,2,26896
2025-04-15T12:38:46.531079,bronze,3,108719
2025-04-15T12:38:46.531079,silver,1,18598
2025-04-15T12:38:46.531079,silver,2,20707
2025-04-15T12:38:46.531079,silver,3,24250
2025-04-15T12:38:46.531079,gold,1,19974
2025-04-15T12:38:46.531079,gold,2,21876
2025-04-15T12:38:46.531079,gold,3,31399
2025-04-15T12:38:46.531079,platinum,1,21439
2025-04-15T12:38:46.531079,platinum,2,23792
2025-04-15T12:38:46.531079,platinum,3,29191
2025-04-15T12:38:46.531079,diamond,1,22574
2025-04-15T12:38:46.531079,diamond,2,25024
2025-04-15T12:38:46.531079,diamond,3,31054
2025-04-15T12:38:46.531079,grandmaster,1,15137
2025-04-15T12:38:46.531079,grandmaster,2,21425
2025-04-15T12:38:46.531079,grandmaster,3,36926
2025-04-15T12:38:46.531079,celestial,1,4597
2025-04-15T12:38:46.531079,celestial,2,8506
2025-04-15T12:38:46.531079,celestial,3,19669
2025-04-15T12:38:46.531079,eternity,total,7897
2025-04-15T12:38:46.531079,one_above_all,total,1033
2025-04-15T18:25:24.365965,bronze,1,21784
2025-04-15T18:25:24.365965,bronze,2,26902
2025-04-15T18:25:24.365965,bronze,3,108745
2025-04-15T18:25:24.365965,silver,1,18601
2025-04-15T18:25:24.365965,silver,2,20713
2025-04-15T18:25:24.365965,silver,3,24266
2025-04-15T18:25:24.365965,gold,1,19985
2025-04-15T18:25:24.365965,gold,2,21887
2025-04-15T18:25:24.365965,gold,3,31419
2025-04-15T18:25:24.365965,platinum,1,21469
2025-04-15T18:25:24.365965,platinum,2,23803
2025-04-15T18:25:24.365965,platinum,3,29217
2025-04-15T18:25:24.365965,diamond,1,22601
2025-04-15T18:25:24.365965,diamond,2,25071
2025-04-15T18:25:24.365965,diamond,3,31108
2025-04-15T18:25:24.365965,grandmaster,1,15159
2025-04-15T18:25:24.365965,grandmaster,2,21481
2025-04-15T18:25:24.365965,grandmaster,3,37014
2025-04-15T18:25:24.365965,celestial,1,4597
2025-04-15T18:25:24.365965,celestial,2,8523
2025-04-15T18:25:24.365965,celestial,3,19716
2025-04-15T18:25:24.365965,eternity,total,7921
2025-04-15T18:25:24.365965,one_above_all,total,1032
2025-04-16T01:37:50.912036,bronze,1,21805
2025-04-16T01:37:50.912036,bronze,2,26923
2025-04-16T01:37:50.912036,bronze,3,108804
2025-04-16T01:37:50.912036,silver,1,18616
2025-04-16T01:37:50.912036,silver,2,20729
2025-04-16T01:37:50.912036,silver,3,24274
2025-04-16T01:37:50.912036,gold,1,20009
