timestamp,rank,division,population_count
2025-02-17T12:23:30.194171,silver,2,234299
2025-02-17T12:23:30.194171,silver,3,272772
2025-02-17T12:23:30.194171,gold,1,149317
2025-02-17T12:23:30.194171,gold,2,178533
2025-02-17T12:23:30.194171,gold,3,254261
2025-02-17T12:23:30.194171,platinum,1,66631
2025-02-17T12:23:30.194171,platinum,2,103211
2025-02-17T12:23:30.194171,platinum,3,172326
2025-02-17T12:23:30.194171,diamond,1,21950
2025-02-17T12:23:30.194171,diamond,2,34477
2025-02-17T12:23:30.194171,diamond,3,64829
2025-02-17T12:23:30.194171,grandmaster,1,7486
2025-02-17T12:23:30.194171,grandmaster,2,12091
2025-02-17T12:23:30.194171,grandmaster,3,28108
2025-02-17T12:23:30.194171,celestial,1,1207
2025-02-17T12:23:30.194171,celestial,2,2690
2025-02-17T12:23:30.194171,celestial,3,7468
2025-02-17T12:23:30.194171,eternity,total,827
2025-02-17T12:23:30.194171,one_above_all,total,584
2025-02-17T18:15:53.193778,bronze,1,251799
2025-02-17T18:15:53.193778,bronze,2,297365
2025-02-17T18:15:53.193778,bronze,3,1135047
2025-02-17T18:15:53.193778,silver,1,204591
2025-02-17T18:15:53.193778,silver,2,234261
2025-02-17T18:15:53.193778,silver,3,272718
2025-02-17T18:15:53.193778,gold,1,149252
2025-02-17T18:15:53.193778,gold,2,178496
2025-02-17T18:15:53.193778,gold,3,254221
2025-02-17T18:15:53.193778,platinum,1,66645
2025-02-17T18:15:53.193778,platinum,2,103291
2025-02-17T18:15:53.193778,platinum,3,172306
2025-02-17T18:15:53.193778,diamond,1,22151
2025-02-17T18:15:53.193778,diamond,2,34719
2025-02-17T18:15:53.193778,diamond,3,65031
2025-02-17T18:15:53.193778,grandmaster,1,7636
2025-02-17T18:15:53.193778,grandmaster,2,12258
2025-02-17T18:15:53.193778,grandmaster,3,28451
2025-02-17T18:15:53.193778,celestial,1,1244
2025-02-17T18:15:53.193778,celestial,2,2752
2025-02-17T18:15:53.193778,celestial,3,7645
2025-02-17T18:15:53.193778,eternity,total,842
2025-02-17T18:15:53.193778,one_above_all,total,578
2025-02-18T00:56:17.306852,bronze,1,251768
2025-02-18T00:56:17.306852,bronze,2,297326
2025-02-18T00:56:17.306852,bronze,3,1134958
2025-02-18T00:56:17.306852,silver,1,204519
2025-02-18T00:56:17.306852,silver,2,234183
2025-02-18T00:56:17.306852,silver,3,272657
2025-02-18T00:56:17.306852,gold,1,149200
2025-02-18T00:56:17.306852,gold,2,178400
2025-02-18T00:56:17.306852,gold,3,254164
2025-02-18T00:56:17.306852,platinum,1,66714
2025-02-18T00:56:17.306852,platinum,2,103335
2025-02-18T00:56:17.306852,platinum,3,172281
2025-02-18T00:56:17.306852,diamond,1,22363
2025-02-18T00:56:17.306852,diamond,2,35008
2025-02-18T00:56:17.306852,diamond,3,65268
2025-02-18T00:56:17.306852,grandmaster,1,7764
2025-02-18T00:56:17.306852,grandmaster,2,12475
2025-02-18T00:56:17.306852,grandmaster,3,28943
2025-02-18T00:56:17.306852,celestial,1,1287
2025-02-18T00:56:17.306852,celestial,2,2824
2025-02-18T00:56:17.306852,celestial,3,7855
2025-02-18T00:56:17.306852,eternity,total,902
2025-02-18T00:56:17.306852,one_above_all,total,571
2025-02-18T06:16:56.006484,bronze,1,251768
2025-02-18T06:16:56.006484,bronze,2,297326
2025-02-18T06:16:56.006484,bronze,3,1134958
2025-02-18T06:16:56.006484,silver,1,204519
2025-02-18T06:16:56.006484,silver,2,234183
2025-02-18T06:16:56.006484,silver,3,272657
2025-02-18T06:16:56.006484,gold,1,149200
2025-02-18T06:16:56.006484,gold,2,178400
2025-02-18T06:16:56.006484,gold,3,254164
2025-02-18T06:16:56.006484,platinum,1,66714
2025-02-18T06:16:56.006484,platinum,2,103335
2025-02-18T06:16:56.006484,platinum,3,172281
2025-02-18T06:16:56.006484,diamond,1,22363
2025-02-18T06:16:56.006484,diamond,2,35008
2025-02-18T06:16:56.006484,diamond,3,65268
2025-02-18T06:16:56.006484,grandmaster,1,7764
2025-02-18T06:16:56.006484,grandmaster,2,12475
2025-02-18T06:16:56.006484,grandmaster,3,28943
2025-02-18T06:16:56.006484,celestial,1,1287
2025-02-18T06:16:56.006484,celestial,2,2824
2025-02-18T06:16:56.006484,celestial,3,7855
2025-02-18T06:16:56.006484,eternity,total,902
2025-02-18T06:16:56.006484,one_above_all,total,571
2025-02-18T12:23:03.273875,bronze,1,251728
2025-02-18T12:23:03.273875,bronze,2,297309
2025-02-18T12:23:03.273875,bronze,3,1134863
2025-02-18T12:23:03.273875,silver,1,204445
2025-02-18T12:23:03.273875,silver,2,234093
2025-02-18T12:23:03.273875,silver,3,272566
2025-02-18T12:23:03.273875,gold,1,149095
2025-02-18T12:23:03.273875,gold,2,178314
2025-02-18T12:23:03.273875,gold,3,254138
2025-02-18T12:23:03.273875,platinum,1,66756
2025-02-18T12:23:03.273875,platinum,2,103349
2025-02-18T12:23:03.273875,platinum,3,172230
2025-02-18T12:23:03.273875,diamond,1,22630
2025-02-18T12:23:03.273875,diamond,2,35252
2025-02-18T12:23:03.273875,diamond,3,65469
2025-02-18T12:23:03.273875,grandmaster,1,7931
2025-02-18T12:23:03.273875,grandmaster,2,12687
2025-02-18T12:23:03.273875,grandmaster,3,29474
2025-02-18T12:23:03.273875,celestial,1,1327
2025-02-18T12:23:03.273875,celestial,2,2872
2025-02-18T12:23:03.273875,celestial,3,8117
2025-02-18T12:23:03.273875,eternity,total,927
2025-02-18T12:23:03.273875,one_above_all,total,578
2025-02-18T18:16:53.682642,bronze,1,251687
2025-02-18T18:16:53.682642,bronze,2,297268
2025-02-18T18:16:53.682642,bronze,3,1134823
2025-02-18T18:16:53.682642,silver,1,204410
2025-02-18T18:16:53.682642,silver,2,234063
2025-02-18T18:16:53.682642,silver,3,272512
2025-02-18T18:16:53.682642,gold,1,149051
2025-02-18T18:16:53.682642,gold,2,178283
2025-02-18T18:16:53.682642,gold,3,254094
2025-02-18T18:16:53.682642,platinum,1,66810
2025-02-18T18:16:53.682642,platinum,2,103367
2025-02-18T18:16:53.682642,platinum,3,172205
2025-02-18T18:16:53.682642,diamond,1,22771
2025-02-18T18:16:53.682642,diamond,2,35472
2025-02-18T18:16:53.682642,diamond,3,65637
2025-02-18T18:16:53.682642,grandmaster,1,8025
2025-02-18T18:16:53.682642,grandmaster,2,12878
2025-02-18T18:16:53.682642,grandmaster,3,29818
2025-02-18T18:16:53.682642,celestial,1,1350
2025-02-18T18:16:53.682642,celestial,2,2917
2025-02-18T18:16:53.682642,celestial,3,8235
2025-02-18T18:16:53.682642,eternity,total,942
2025-02-18T18:16:53.682642,one_above_all,total,585
2025-02-19T00:56:56.599779,bronze,1,251687
2025-02-19T00:56:56.599779,bronze,2,297268
2025-02-19T00:56:56.599779,bronze,3,1134823
2025-02-19T00:56:56.599779,silver,1,204410
2025-02-19T00:56:56.599779,silver,2,234063
2025-02-19T00:56:56.599779,silver,3,272512
2025-02-19T00:56:56.599779,gold,1,149051
2025-02-19T00:56:56.599779,gold,2,178283
2025-02-19T00:56:56.599779,gold,3,254094
2025-02-19T00:56:56.599779,platinum,1,66810
2025-02-19T00:56:56.599779,platinum,2,103367
2025-02-19T00:56:56.599779,platinum,3,172205
2025-02-19T00:56:56.599779,diamond,1,22771
2025-02-19T00:56:56.599779,diamond,2,35472
2025-02-19T00:56:56.599779,diamond,3,65637
2025-02-19T00:56:56.599779,grandmaster,1,8025
2025-02-19T00:56:56.599779,grandmaster,2,12878
2025-02-19T00:56:56.599779,grandmaster,3,29818
2025-02-19T00:56:56.599779,celestial,1,1350
2025-02-19T00:56:56.599779,celestial,2,2917
2025-02-19T00:56:56.599779,celestial,3,8235
2025-02-19T00:56:56.599779,eternity,total,942
2025-02-19T00:56:56.599779,one_above_all,total,585
2025-02-19T06:17:16.274017,bronze,1,251678
2025-02-19T06:17:16.274017,bronze,2,297282
2025-02-19T06:17:16.274017,bronze,3,1134933
2025-02-19T06:17:16.274017,silver,1,204366
2025-02-19T06:17:16.274017,silver,2,234012
2025-02-19T06:17:16.274017,silver,3,272495
2025-02-19T06:17:16.274017,gold,1,149028
2025-02-19T06:17:16.274017,gold,2,178230
2025-02-19T06:17:16.274017,gold,3,254058
2025-02-19T06:17:16.274017,platinum,1,66888
2025-02-19T06:17:16.274017,platinum,2,103398
2025-02-19T06:17:16.274017,platinum,3,172279
2025-02-19T06:17:16.274017,diamond,1,23050
2025-02-19T06:17:16.274017,diamond,2,35756
2025-02-19T06:17:16.274017,diamond,3,65881
2025-02-19T06:17:16.274017,grandmaster,1,8171
2025-02-19T06:17:16.274017,grandmaster,2,13099
2025-02-19T06:17:16.274017,grandmaster,3,30390
2025-02-19T06:17:16.274017,celestial,1,1389
2025-02-19T06:17:16.274017,celestial,2,2981
2025-02-19T06:17:16.274017,celestial,3,8413
2025-02-19T06:17:16.274017,eternity,total,962
2025-02-19T06:17:16.274017,one_above_all,total,588
2025-02-19T12:21:06.717918,bronze,1,251647
2025-02-19T12:21:06.717918,bronze,2,297240
2025-02-19T12:21:06.717918,bronze,3,1134865
2025-02-19T12:21:06.717918,silver,1,204308
2025-02-19T12:21:06.717918,silver,2,233939
2025-02-19T12:21:06.717918,silver,3,272416
2025-02-19T12:21:06.717918,gold,1,148984
2025-02-19T12:21:06.717918,gold,2,178202
2025-02-19T12:21:06.717918,gold,3,254012
2025-02-19T12:21:06.717918,platinum,1,66919
2025-02-19T12:21:06.717918,platinum,2,103397
2025-02-19T12:21:06.717918,platinum,3,172246
2025-02-19T12:21:06.717918,diamond,1,23269
2025-02-19T12:21:06.717918,diamond,2,35956
2025-02-19T12:21:06.717918,diamond,3,66037
2025-02-19T12:21:06.717918,grandmaster,1,8322
2025-02-19T12:21:06.717918,grandmaster,2,13329
2025-02-19T12:21:06.717918,grandmaster,3,30845
2025-02-19T12:21:06.717918,celestial,1,1426
2025-02-19T12:21:06.717918,celestial,2,3058
2025-02-19T12:21:06.717918,celestial,3,8577
2025-02-19T12:21:06.717918,eternity,total,991
2025-02-19T12:21:06.717918,one_above_all,total,587
2025-02-19T18:15:25.648981,bronze,1,251597
2025-02-19T18:15:25.648981,bronze,2,297211
2025-02-19T18:15:25.648981,bronze,3,1134855
2025-02-19T18:15:25.648981,silver,1,204271
2025-02-19T18:15:25.648981,silver,2,233895
2025-02-19T18:15:25.648981,silver,3,272368
2025-02-19T18:15:25.648981,gold,1,149007
2025-02-19T18:15:25.648981,gold,2,178217
2025-02-19T18:15:25.648981,gold,3,254025
2025-02-19T18:15:25.648981,platinum,1,66982
2025-02-19T18:15:25.648981,platinum,2,103422
2025-02-19T18:15:25.648981,platinum,3,172250
2025-02-19T18:15:25.648981,diamond,1,23407
2025-02-19T18:15:25.648981,diamond,2,36070
2025-02-19T18:15:25.648981,diamond,3,66141
2025-02-19T18:15:25.648981,grandmaster,1,8429
2025-02-19T18:15:25.648981,grandmaster,2,13418
2025-02-19T18:15:25.648981,grandmaster,3,31135
2025-02-19T18:15:25.648981,celestial,1,1448
2025-02-19T18:15:25.648981,celestial,2,3086
2025-02-19T18:15:25.648981,celestial,3,8701
2025-02-19T18:15:25.648981,eternity,total,1019
2025-02-19T18:15:25.648981,one_above_all,total,586
2025-02-20T00:57:06.644076,bronze,1,251597
2025-02-20T00:57:06.644076,bronze,2,297211
2025-02-20T00:57:06.644076,bronze,3,1134855
2025-02-20T00:57:06.644076,silver,1,204271
2025-02-20T00:57:06.644076,silver,2,233895
2025-02-20T00:57:06.644076,silver,3,272368
2025-02-20T00:57:06.644076,gold,1,149007
2025-02-20T00:57:06.644076,gold,2,178217
2025-02-20T00:57:06.644076,gold,3,254025
2025-02-20T00:57:06.644076,platinum,1,66982
2025-02-20T00:57:06.644076,platinum,2,103422
2025-02-20T00:57:06.644076,platinum,3,172250
2025-02-20T00:57:06.644076,diamond,1,23407
2025-02-20T00:57:06.644076,diamond,2,36070
2025-02-20T00:57:06.644076,diamond,3,66141
2025-02-20T00:57:06.644076,grandmaster,1,8429
2025-02-20T00:57:06.644076,grandmaster,2,13418
2025-02-20T00:57:06.644076,grandmaster,3,31135
2025-02-20T00:57:06.644076,celestial,1,1448
2025-02-20T00:57:06.644076,celestial,2,3086
2025-02-20T00:57:06.644076,celestial,3,8701
2025-02-20T00:57:06.644076,eternity,total,1019
2025-02-20T00:57:06.644076,one_above_all,total,586
2025-02-20T06:16:55.563344,bronze,1,251530
2025-02-20T06:16:55.563344,bronze,2,297192
2025-02-20T06:16:55.563344,bronze,3,1134782
2025-02-20T06:16:55.563344,silver,1,204195
2025-02-20T06:16:55.563344,silver,2,233843
2025-02-20T06:16:55.563344,silver,3,272286
2025-02-20T06:16:55.563344,gold,1,148950
2025-02-20T06:16:55.563344,gold,2,178167
2025-02-20T06:16:55.563344,gold,3,253987
2025-02-20T06:16:55.563344,platinum,1,67045
2025-02-20T06:16:55.563344,platinum,2,103448
2025-02-20T06:16:55.563344,platinum,3,172199
2025-02-20T06:16:55.563344,diamond,1,23642
2025-02-20T06:16:55.563344,diamond,2,36305
2025-02-20T06:16:55.563344,diamond,3,66356
2025-02-20T06:16:55.563344,grandmaster,1,8581
2025-02-20T06:16:55.563344,grandmaster,2,13582
2025-02-20T06:16:55.563344,grandmaster,3,31597
2025-02-20T06:16:55.563344,celestial,1,1466
2025-02-20T06:16:55.563344,celestial,2,3147
2025-02-20T06:16:55.563344,celestial,3,8876
2025-02-20T06:16:55.563344,eternity,total,1069
2025-02-20T06:16:55.563344,one_above_all,total,580
2025-02-20T12:23:17.522300,bronze,1,251480
2025-02-20T12:23:17.522300,bronze,2,297167
2025-02-20T12:23:17.522300,bronze,3,1134702
2025-02-20T12:23:17.522300,silver,1,204146
2025-02-20T12:23:17.522300,silver,2,233794
2025-02-20T12:23:17.522300,silver,3,272235
2025-02-20T12:23:17.522300,gold,1,148896
2025-02-20T12:23:17.522300,gold,2,178081
2025-02-20T12:23:17.522300,gold,3,253933
2025-02-20T12:23:17.522300,platinum,1,67104
2025-02-20T12:23:17.522300,platinum,2,103471
2025-02-20T12:23:17.522300,platinum,3,172167
2025-02-20T12:23:17.522300,diamond,1,23884
2025-02-20T12:23:17.522300,diamond,2,36470
2025-02-20T12:23:17.522300,diamond,3,66515
2025-02-20T12:23:17.522300,grandmaster,1,8725
2025-02-20T12:23:17.522300,grandmaster,2,13869
2025-02-20T12:23:17.522300,grandmaster,3,32079
2025-02-20T12:23:17.522300,celestial,1,1487
2025-02-20T12:23:17.522300,celestial,2,3229
2025-02-20T12:23:17.522300,celestial,3,9049
2025-02-20T12:23:17.522300,eternity,total,1090
2025-02-20T12:23:17.522300,one_above_all,total,586
2025-02-20T18:16:22.227852,bronze,1,251473
2025-02-20T18:16:22.227852,bronze,2,297170
2025-02-20T18:16:22.227852,bronze,3,1134692
2025-02-20T18:16:22.227852,silver,1,204117
2025-02-20T18:16:22.227852,silver,2,233778
2025-02-20T18:16:22.227852,silver,3,272202
2025-02-20T18:16:22.227852,gold,1,148870
2025-02-20T18:16:22.227852,gold,2,178058
2025-02-20T18:16:22.227852,gold,3,253932
2025-02-20T18:16:22.227852,platinum,1,67111
2025-02-20T18:16:22.227852,platinum,2,103460
2025-02-20T18:16:22.227852,platinum,3,172152
2025-02-20T18:16:22.227852,diamond,1,23964
2025-02-20T18:16:22.227852,diamond,2,36526
2025-02-20T18:16:22.227852,diamond,3,66585
2025-02-20T18:16:22.227852,grandmaster,1,8757
2025-02-20T18:16:22.227852,grandmaster,2,13969
2025-02-20T18:16:22.227852,grandmaster,3,32215
2025-02-20T18:16:22.227852,celestial,1,1494
2025-02-20T18:16:22.227852,celestial,2,3258
2025-02-20T18:16:22.227852,celestial,3,9116
2025-02-20T18:16:22.227852,eternity,total,1099
2025-02-20T18:16:22.227852,one_above_all,total,589
2025-02-21T00:57:07.780181,bronze,1,251473
2025-02-21T00:57:07.780181,bronze,2,297170
2025-02-21T00:57:07.780181,bronze,3,1134692
2025-02-21T00:57:07.780181,silver,1,204117
2025-02-21T00:57:07.780181,silver,2,233778
2025-02-21T00:57:07.780181,silver,3,272202
2025-02-21T00:57:07.780181,gold,1,148870
2025-02-21T00:57:07.780181,gold,2,178058
2025-02-21T00:57:07.780181,gold,3,253932
2025-02-21T00:57:07.780181,platinum,1,67111
2025-02-21T00:57:07.780181,platinum,2,103460
2025-02-21T00:57:07.780181,platinum,3,172152
2025-02-21T00:57:07.780181,diamond,1,23964
2025-02-21T00:57:07.780181,diamond,2,36526
2025-02-21T00:57:07.780181,diamond,3,66585
2025-02-21T00:57:07.780181,grandmaster,1,8757
2025-02-21T00:57:07.780181,grandmaster,2,13969
2025-02-21T00:57:07.780181,grandmaster,3,32215
2025-02-21T00:57:07.780181,celestial,1,1494
2025-02-21T00:57:07.780181,celestial,2,3258
2025-02-21T00:57:07.780181,celestial,3,9116
2025-02-21T00:57:07.780181,eternity,total,1099
2025-02-21T00:57:07.780181,one_above_all,total,589
2025-02-21T06:16:55.762633,bronze,1,251424
2025-02-21T06:16:55.762633,bronze,2,297124
2025-02-21T06:16:55.762633,bronze,3,1134623
2025-02-21T06:16:55.762633,silver,1,204042
2025-02-21T06:16:55.762633,silver,2,233699
2025-02-21T06:16:55.762633,silver,3,272115
2025-02-21T06:16:55.762633,gold,1,148773
2025-02-21T06:16:55.762633,gold,2,177958
2025-02-21T06:16:55.762633,gold,3,253876
2025-02-21T06:16:55.762633,platinum,1,67169
2025-02-21T06:16:55.762633,platinum,2,103520
2025-02-21T06:16:55.762633,platinum,3,172137
2025-02-21T06:16:55.762633,diamond,1,24217
2025-02-21T06:16:55.762633,diamond,2,36711
2025-02-21T06:16:55.762633,diamond,3,66820
2025-02-21T06:16:55.762633,grandmaster,1,8893
2025-02-21T06:16:55.762633,grandmaster,2,14182
2025-02-21T06:16:55.762633,grandmaster,3,32828
2025-02-21T06:16:55.762633,celestial,1,1509
2025-02-21T06:16:55.762633,celestial,2,3347
2025-02-21T06:16:55.762633,celestial,3,9323
2025-02-21T06:16:55.762633,eternity,total,1127
2025-02-21T06:16:55.762633,one_above_all,total,592
2025-02-21T12:23:05.953042,bronze,1,251363
2025-02-21T12:23:05.953042,bronze,2,297076
2025-02-21T12:23:05.953042,bronze,3,1134562
2025-02-21T12:23:05.953042,silver,1,203955
2025-02-21T12:23:05.953042,silver,2,233643
2025-02-21T12:23:05.953042,silver,3,272034
2025-02-21T12:23:05.953042,gold,1,148677
2025-02-21T12:23:05.953042,gold,2,177906
2025-02-21T12:23:05.953042,gold,3,253852
2025-02-21T12:23:05.953042,platinum,1,67150
2025-02-21T12:23:05.953042,platinum,2,103488
2025-02-21T12:23:05.953042,platinum,3,172083
2025-02-21T12:23:05.953042,diamond,1,24456
2025-02-21T12:23:05.953042,diamond,2,36940
2025-02-21T12:23:05.953042,diamond,3,66998
2025-02-21T12:23:05.953042,grandmaster,1,9011
2025-02-21T12:23:05.953042,grandmaster,2,14418
2025-02-21T12:23:05.953042,grandmaster,3,33394
2025-02-21T12:23:05.953042,celestial,1,1513
2025-02-21T12:23:05.953042,celestial,2,3415
2025-02-21T12:23:05.953042,celestial,3,9515
2025-02-21T12:23:05.953042,eternity,total,1208
2025-02-21T12:23:05.953042,one_above_all,total,586
2025-02-21T18:16:01.087869,bronze,1,251363
2025-02-21T18:16:01.087869,bronze,2,297076
2025-02-21T18:16:01.087869,bronze,3,1134562
2025-02-21T18:16:01.087869,silver,1,203955
2025-02-21T18:16:01.087869,silver,2,233643
2025-02-21T18:16:01.087869,silver,3,272034
2025-02-21T18:16:01.087869,gold,1,148677
2025-02-21T18:16:01.087869,gold,2,177906
2025-02-21T18:16:01.087869,gold,3,253852
2025-02-21T18:16:01.087869,platinum,1,67150
2025-02-21T18:16:01.087869,platinum,2,103488
2025-02-21T18:16:01.087869,platinum,3,172083
2025-02-21T18:16:01.087869,diamond,1,24456
2025-02-21T18:16:01.087869,diamond,2,36940
2025-02-21T18:16:01.087869,diamond,3,66998
2025-02-21T18:16:01.087869,grandmaster,1,9011
2025-02-21T18:16:01.087869,grandmaster,2,14418
2025-02-21T18:16:01.087869,grandmaster,3,33394
2025-02-21T18:16:01.087869,celestial,1,1513
2025-02-21T18:16:01.087869,celestial,2,3415
2025-02-21T18:16:01.087869,celestial,3,9515
2025-02-21T18:16:01.087869,eternity,total,1208
2025-02-21T18:16:01.087869,one_above_all,total,586
2025-02-22T00:55:26.469907,bronze,1,251315
2025-02-22T00:55:26.469907,bronze,2,297011
2025-02-22T00:55:26.469907,bronze,3,1134557
2025-02-22T00:55:26.469907,silver,1,203927
2025-02-22T00:55:26.469907,silver,2,233591
2025-02-22T00:55:26.469907,silver,3,271988
2025-02-22T00:55:26.469907,gold,1,148712
2025-02-22T00:55:26.469907,gold,2,177869
2025-02-22T00:55:26.469907,gold,3,253917
2025-02-22T00:55:26.469907,platinum,1,67319
2025-02-22T00:55:26.469907,platinum,2,103589
2025-02-22T00:55:26.469907,platinum,3,172167
2025-02-22T00:55:26.469907,diamond,1,24668
2025-02-22T00:55:26.469907,diamond,2,37209
2025-02-22T00:55:26.469907,diamond,3,67277
2025-02-22T00:55:26.469907,grandmaster,1,9129
2025-02-22T00:55:26.469907,grandmaster,2,14673
2025-02-22T00:55:26.469907,grandmaster,3,34113
2025-02-22T00:55:26.469907,celestial,1,1524
2025-02-22T00:55:26.469907,celestial,2,3474
2025-02-22T00:55:26.469907,celestial,3,9753
2025-02-22T00:55:26.469907,eternity,total,1259
2025-02-22T00:55:26.469907,one_above_all,total,583
2025-02-22T06:15:46.415508,bronze,1,251315
2025-02-22T06:15:46.415508,bronze,2,297011
2025-02-22T06:15:46.415508,bronze,3,1134557
2025-02-22T06:15:46.415508,silver,1,203927
2025-02-22T06:15:46.415508,silver,2,233591
2025-02-22T06:15:46.415508,silver,3,271988
2025-02-22T06:15:46.415508,gold,1,148712
2025-02-22T06:15:46.415508,gold,2,177869
2025-02-22T06:15:46.415508,gold,3,253917
2025-02-22T06:15:46.415508,platinum,1,67319
2025-02-22T06:15:46.415508,platinum,2,103589
2025-02-22T06:15:46.415508,platinum,3,172167
2025-02-22T06:15:46.415508,diamond,1,24668
2025-02-22T06:15:46.415508,diamond,2,37209
2025-02-22T06:15:46.415508,diamond,3,67277
2025-02-22T06:15:46.415508,grandmaster,1,9129
2025-02-22T06:15:46.415508,grandmaster,2,14673
2025-02-22T06:15:46.415508,grandmaster,3,34113
2025-02-22T06:15:46.415508,celestial,1,1524
2025-02-22T06:15:46.415508,celestial,2,3474
2025-02-22T06:15:46.415508,celestial,3,9753
2025-02-22T06:15:46.415508,eternity,total,1259
2025-02-22T06:15:46.415508,one_above_all,total,583
2025-02-22T12:19:51.825424,bronze,1,251304
2025-02-22T12:19:51.825424,bronze,2,297003
2025-02-22T12:19:51.825424,bronze,3,1134547
2025-02-22T12:19:51.825424,silver,1,203889
2025-02-22T12:19:51.825424,silver,2,233578
2025-02-22T12:19:51.825424,silver,3,271956
2025-02-22T12:19:51.825424,gold,1,148684
2025-02-22T12:19:51.825424,gold,2,177845
2025-02-22T12:19:51.825424,gold,3,253924
2025-02-22T12:19:51.825424,platinum,1,67394
2025-02-22T12:19:51.825424,platinum,2,103613
2025-02-22T12:19:51.825424,platinum,3,172163
2025-02-22T12:19:51.825424,diamond,1,24803
2025-02-22T12:19:51.825424,diamond,2,37364
2025-02-22T12:19:51.825424,diamond,3,67385
2025-02-22T12:19:51.825424,grandmaster,1,9242
2025-02-22T12:19:51.825424,grandmaster,2,14790
2025-02-22T12:19:51.825424,grandmaster,3,34422
2025-02-22T12:19:51.825424,celestial,1,1538
2025-02-22T12:19:51.825424,celestial,2,3496
2025-02-22T12:19:51.825424,celestial,3,9862
2025-02-22T12:19:51.825424,eternity,total,1282
2025-02-22T12:19:51.825424,one_above_all,total,581
2025-02-22T20:42:33.637383,bronze,1,251292
2025-02-22T20:42:33.637383,bronze,2,296986
2025-02-22T20:42:33.637383,bronze,3,1134576
2025-02-22T20:42:33.637383,silver,1,203862
2025-02-22T20:42:33.637383,silver,2,233572
2025-02-22T20:42:33.637383,silver,3,271942
2025-02-22T20:42:33.637383,gold,1,148640
2025-02-22T20:42:33.637383,gold,2,177850
2025-02-22T20:42:33.637383,gold,3,253917
2025-02-22T20:42:33.637383,platinum,1,67452
2025-02-22T20:42:33.637383,platinum,2,103612
2025-02-22T20:42:33.637383,platinum,3,172213
2025-02-22T20:42:33.637383,diamond,1,24901
2025-02-22T20:42:33.637383,diamond,2,37468
2025-02-22T20:42:33.637383,diamond,3,67501
2025-02-22T20:42:33.637383,grandmaster,1,9325
2025-02-22T20:42:33.637383,grandmaster,2,14953
2025-02-22T20:42:33.637383,grandmaster,3,34736
2025-02-22T20:42:33.637383,celestial,1,1549
2025-02-22T20:42:33.637383,celestial,2,3525
2025-02-22T20:42:33.637383,celestial,3,9968
2025-02-22T20:42:33.637383,eternity,total,1291
2025-02-22T20:42:33.637383,one_above_all,total,578
2025-02-23T01:01:14.489157,bronze,1,251292
2025-02-23T01:01:14.489157,bronze,2,296986
2025-02-23T01:01:14.489157,bronze,3,1134576
2025-02-23T01:01:14.489157,silver,1,203862
2025-02-23T01:01:14.489157,silver,2,233572
2025-02-23T01:01:14.489157,silver,3,271942
2025-02-23T01:01:14.489157,gold,1,148640
2025-02-23T01:01:14.489157,gold,2,177850
2025-02-23T01:01:14.489157,gold,3,253917
2025-02-23T01:01:14.489157,platinum,1,67452
2025-02-23T01:01:14.489157,platinum,2,103612
2025-02-23T01:01:14.489157,platinum,3,172213
2025-02-23T01:01:14.489157,diamond,1,24901
2025-02-23T01:01:14.489157,diamond,2,37468
2025-02-23T01:01:14.489157,diamond,3,67501
2025-02-23T01:01:14.489157,grandmaster,1,9325
2025-02-23T01:01:14.489157,grandmaster,2,14953
2025-02-23T01:01:14.489157,grandmaster,3,34736
2025-02-23T01:01:14.489157,celestial,1,1549
2025-02-23T01:01:14.489157,celestial,2,3525
2025-02-23T01:01:14.489157,celestial,3,9968
2025-02-23T01:01:14.489157,eternity,total,1291
2025-02-23T01:01:14.489157,one_above_all,total,578
2025-02-23T06:15:21.108705,bronze,1,251247
2025-02-23T06:15:21.108705,bronze,2,296984
2025-02-23T06:15:21.108705,bronze,3,1134595
2025-02-23T06:15:21.108705,silver,1,203808
2025-02-23T06:15:21.108705,silver,2,233513
2025-02-23T06:15:21.108705,silver,3,271901
2025-02-23T06:15:21.108705,gold,1,148608
2025-02-23T06:15:21.108705,gold,2,177794
2025-02-23T06:15:21.108705,gold,3,253953
2025-02-23T06:15:21.108705,platinum,1,67516
2025-02-23T06:15:21.108705,platinum,2,103662
2025-02-23T06:15:21.108705,platinum,3,172256
2025-02-23T06:15:21.108705,diamond,1,25017
2025-02-23T06:15:21.108705,diamond,2,37664
2025-02-23T06:15:21.108705,diamond,3,67654
2025-02-23T06:15:21.108705,grandmaster,1,9450
2025-02-23T06:15:21.108705,grandmaster,2,15154
2025-02-23T06:15:21.108705,grandmaster,3,35102
2025-02-23T06:15:21.108705,celestial,1,1561
2025-02-23T06:15:21.108705,celestial,2,3555
2025-02-23T06:15:21.108705,celestial,3,10107
2025-02-23T06:15:21.108705,eternity,total,1298
2025-02-23T06:15:21.108705,one_above_all,total,574
2025-02-24T14:47:32.163609,bronze,1,251493
2025-02-24T14:47:32.163609,bronze,2,297339
2025-02-24T14:47:32.163609,bronze,3,1137734
2025-02-24T14:47:32.163609,silver,1,203811
2025-02-24T14:47:32.163609,silver,2,233587
2025-02-24T14:47:32.163609,silver,3,272093
2025-02-24T14:47:32.163609,gold,1,149538
2025-02-24T14:47:32.163609,gold,2,178660
2025-02-24T14:47:32.163609,gold,3,255519
2025-02-24T14:47:32.163609,platinum,1,69629
