player_uid,player_name,highest_score,latest_score,matches,wins
1384843843,Namor2Eternity,4998,4998,208,124
1433711507,Tigathee,4959,4959,492,260
1388223212,Unknown,NaN,NaN,0,0
577653997,Unknown,NaN,NaN,0,0
1854572803,Unknown,NaN,NaN,0,0
411321992,SweatLk,,,47,33
691882943,ELO VILLAIN,4793,4793,140,82
1897148806,Unknown,NaN,NaN,0,0
145502199,Harpae,3850,3850,50,29
1392801835,Zolq,4809,4809,175,98
244303255,jsn1 TTV,4874,4874,376,201
1881137175,Ripscatter,4955,4955,185,110
2085363556,seva-goth,3583,3583,264,142
1604016842,Mogus,4983,4983,469,245
557425382,davidens,4839,4839,516,264
222634968,Unknown,NaN,NaN,0,0
552706790,Unknown,NaN,NaN,0,0
135050047,Unknown,NaN,NaN,0,0
1133082396,Unknown,NaN,NaN,0,0
1957760956,Unknown,NaN,NaN,0,0
